Region,Max T,Avg Max T (10 largest),Min T, Avg T, Voltage, Current, Power
tube,6.409,6.367,5.856,6.174,1.510,5.000,7.550
sLDOs,150.240,127.593,14.601,30.796,1.510,5.000,7.550
