Region,Max T,Avg Max T (10 largest),Min T, Avg T, Voltage, Current, Power
tube,5.856,5.834,5.419,5.699,0.580,2.000,1.160
sLDOs,20.292,19.093,7.679,10.809,0.580,2.000,1.160
