14.127,14.279,14.418,14.279,14.228,14.222,14.285,14.348,14.273,14.31,14.342,14.254,14.159,14.247,14.336,14.273,14.285,14.279,14.317,14.412,14.336,14.317,14.367,14.38,14.336,14.247,14.273,14.386,14.367,14.323,14.361,14.437,14.298,14.355,14.443,14.329,14.323,14.348,14.367,14.361,14.279,14.374,14.449,14.342,14.412,14.418,14.437,14.525,14.348,14.361,14.506,14.513,14.412,14.412,14.449,14.412,14.462,14.538,14.506,14.418,14.468,14.449,14.424,14.506,14.576,14.557,14.475,14.456,14.544,14.437,14.342,14.468,14.487,14.532,14.519,14.462,14.481,14.557,14.582,14.525,14.412,14.506,14.582,14.449,14.449,14.55,14.55,14.418,14.462,14.544,14.544,14.468,14.374,14.374,14.418,14.399,14.468,14.386,14.329,14.437,14.412,14.38,14.367,14.38,14.374,14.342,14.38,14.481,14.405,14.386,14.393,14.342,14.298,14.298,14.323,14.317,14.228,14.285,14.348,14.285,14.317,14.222,14.146,14.209,14.19,14.203,14.184,14.127,14.133,14.197,14.209,14.165,14.178,14.165,14.184,14.228,14.083,14.114,14.241,14.222,14.127,14.114,14.184,14.19,14.07,14.19,14.228,13.987,13.968,14.095,14.133,14.013,13.854,13.981,14.14,14.045,14.089,14.025,13.968,14.038,14.07,14.051,14.032,14.07,14.045,14.076,14.057,13.949,13.937,13.962,14.032,14.095,14.038,14.006,14.013,14.019,14.102,14.165,14.089,13.994,14.045,14.127,14.038,13.86,13.841,13.987,14.089,14.032,14.032,13.937,13.911,14.032,14.076,14.032,13.994,14.025,13.968,13.968,14.038,14.102,14.102,14.095,14.089,14.089,14.019,14.095,14.146,14.051,14.038,14.076,14.076,14.038,14.045,14.064,14.038,14,14.083,14.057,13.994,14.045,14.07,14.146,14.216,14.235,14.298,14.241,14.133,14.127,14.159,14.203,14.254,14.291,14.178,14.146,14.216,14.26,14.216,14.216,14.222,14.197,14.273,14.291,14.222,14.184,14.184,14.348,14.487,14.456,14.336,14.431,14.614,14.626,14.525,14.588,14.614,14.475,14.462,14.532,14.601,14.588,14.462,14.651,14.809,14.658,14.727,14.74,14.727,14.777,14.79,14.891,14.972,14.966,14.947,15.01,15.06,15.041,15.154,15.079,15.035,15.211,15.186,15.192,15.286,15.386,15.442,15.455,15.498,15.586,15.53,15.567,15.692,15.754,15.742,15.729,15.767,15.823,15.804,15.891,15.966,15.922,15.823,15.997,16.251,16.264,16.127,16.295,16.462,16.313,16.32,16.419,16.462,16.431,16.443,16.468,16.586,16.752,16.734,16.746,16.771
14.266,14.298,14.273,14.216,14.216,14.254,14.323,14.374,14.317,14.285,14.279,14.247,14.203,14.298,14.38,14.336,14.348,14.317,14.317,14.386,14.355,14.291,14.298,14.374,14.38,14.443,14.468,14.418,14.468,14.399,14.336,14.412,14.361,14.431,14.443,14.304,14.367,14.393,14.412,14.468,14.437,14.386,14.386,14.424,14.494,14.431,14.348,14.399,14.449,14.462,14.462,14.5,14.5,14.494,14.468,14.443,14.494,14.55,14.519,14.443,14.437,14.475,14.538,14.595,14.563,14.5,14.532,14.626,14.588,14.449,14.431,14.569,14.544,14.481,14.437,14.443,14.481,14.532,14.569,14.588,14.487,14.424,14.424,14.449,14.569,14.576,14.5,14.5,14.481,14.532,14.538,14.456,14.38,14.424,14.456,14.38,14.443,14.449,14.399,14.393,14.418,14.342,14.31,14.405,14.367,14.304,14.323,14.393,14.342,14.361,14.355,14.291,14.329,14.405,14.355,14.228,14.266,14.329,14.317,14.26,14.298,14.222,14.171,14.254,14.165,14.171,14.216,14.171,14.133,14.121,14.171,14.228,14.127,14.076,14.108,14.121,14.019,14.045,14.159,14.184,14.095,14.108,14.197,14.209,14.114,14.045,14.051,14.07,13.987,14.089,14.178,14.083,14,14.032,14.102,14.089,14.032,13.956,13.987,14.102,14.089,14.051,14.038,14.057,14.032,14.025,14.013,13.994,14.051,14.051,14.006,14.013,13.994,14.045,14.057,14,14.057,14.133,14.095,13.981,13.956,14.019,14.045,13.981,13.911,14.057,14.159,14.032,14.019,13.924,13.88,13.981,14.064,13.987,13.943,14.051,13.975,14.006,14.076,14.051,14.057,14.083,14.114,14.121,14,13.987,14.064,14.064,14.019,14.089,14.14,14.083,14.07,14.051,14.051,14.083,14.076,14.114,14.095,14.013,14.045,14.171,14.222,14.171,14.152,14.247,14.247,14.121,14.222,14.171,14.146,14.304,14.26,14.083,14.045,14.197,14.273,14.254,14.152,14.114,14.171,14.279,14.247,14.133,14.19,14.431,14.525,14.405,14.393,14.361,14.418,14.563,14.532,14.544,14.557,14.519,14.576,14.544,14.475,14.481,14.468,14.62,14.708,14.632,14.702,14.727,14.727,14.777,14.809,14.897,14.985,15.016,15.079,15.085,14.997,14.935,15.035,15.135,15.179,15.217,15.223,15.292,15.292,15.242,15.492,15.498,15.436,15.598,15.53,15.492,15.586,15.698,15.711,15.717,15.767,15.841,15.879,15.984,16.009,15.91,15.854,15.991,16.158,16.177,16.146,16.301,16.45,16.412,16.406,16.394,16.388,16.406,16.443,16.481,16.536,16.61,16.598,16.654,16.703
14.279,14.216,14.14,14.165,14.216,14.348,14.399,14.329,14.31,14.273,14.266,14.298,14.317,14.355,14.367,14.342,14.355,14.38,14.329,14.247,14.38,14.323,14.247,14.393,14.449,14.532,14.5,14.393,14.519,14.513,14.386,14.361,14.386,14.443,14.424,14.367,14.418,14.386,14.374,14.468,14.519,14.424,14.386,14.506,14.55,14.431,14.317,14.38,14.55,14.544,14.424,14.443,14.538,14.55,14.481,14.468,14.487,14.538,14.544,14.487,14.386,14.481,14.632,14.626,14.513,14.487,14.62,14.733,14.601,14.513,14.55,14.595,14.525,14.449,14.418,14.418,14.494,14.519,14.532,14.588,14.569,14.456,14.393,14.475,14.62,14.538,14.449,14.563,14.494,14.462,14.5,14.506,14.418,14.468,14.532,14.449,14.431,14.5,14.475,14.348,14.405,14.348,14.273,14.336,14.361,14.348,14.323,14.329,14.329,14.31,14.298,14.317,14.317,14.367,14.348,14.26,14.304,14.348,14.304,14.241,14.26,14.222,14.235,14.317,14.216,14.159,14.184,14.19,14.089,14.013,14.076,14.184,14.076,14.032,14.07,14.07,14.038,14.083,14.133,14.127,14.114,14.127,14.14,14.133,14.127,13.994,13.943,14.07,14.076,14.121,14.121,14.045,14.07,14.038,14.013,14.057,13.937,13.949,14.076,14.127,14.095,14.083,14.064,14.019,14.006,14,14.006,14.032,14.051,14.07,14.057,14.045,13.962,14.051,14.114,14,13.981,14.064,14.114,14.064,13.962,13.962,14.045,14.07,14,14.083,14.127,14,13.987,13.975,13.981,14,13.943,13.918,13.981,14.057,13.956,13.994,14.057,14.006,14.07,14.095,14.083,14.076,14.019,13.975,14.006,14.057,13.981,14.045,14.133,14.089,14.057,14.038,14.076,14.146,14.083,14.146,14.165,14.038,14.095,14.228,14.203,14.045,14.025,14.159,14.203,14.108,14.241,14.159,14.089,14.26,14.279,14.108,14.013,14.127,14.171,14.203,14.165,14.114,14.108,14.203,14.26,14.228,14.254,14.412,14.487,14.412,14.481,14.386,14.329,14.475,14.544,14.513,14.494,14.582,14.645,14.588,14.481,14.462,14.557,14.588,14.588,14.664,14.708,14.746,14.802,14.872,14.853,14.916,15.004,15.022,15.135,15.142,15.016,14.941,14.941,15.142,15.267,15.198,15.229,15.367,15.367,15.254,15.492,15.523,15.48,15.611,15.605,15.523,15.542,15.673,15.642,15.711,15.848,15.935,16.016,16.078,16.009,15.91,15.978,16.028,16.059,16.115,16.152,16.258,16.363,16.394,16.388,16.369,16.388,16.425,16.382,16.511,16.61,16.536,16.604,16.623,16.598
14.14,14.108,14.184,14.254,14.19,14.279,14.393,14.342,14.247,14.279,14.348,14.317,14.298,14.317,14.291,14.216,14.216,14.405,14.399,14.159,14.317,14.399,14.38,14.418,14.399,14.336,14.317,14.38,14.424,14.456,14.443,14.424,14.342,14.355,14.393,14.348,14.317,14.247,14.216,14.266,14.247,14.412,14.544,14.494,14.576,14.468,14.399,14.538,14.475,14.456,14.475,14.462,14.462,14.431,14.405,14.443,14.456,14.513,14.519,14.462,14.424,14.475,14.532,14.513,14.475,14.55,14.62,14.569,14.538,14.494,14.5,14.55,14.532,14.538,14.525,14.487,14.525,14.544,14.544,14.557,14.557,14.563,14.538,14.494,14.494,14.487,14.462,14.456,14.449,14.475,14.525,14.544,14.405,14.399,14.468,14.437,14.405,14.386,14.386,14.393,14.336,14.393,14.355,14.203,14.386,14.468,14.431,14.449,14.367,14.291,14.31,14.348,14.241,14.241,14.323,14.31,14.203,14.197,14.26,14.266,14.254,14.203,14.203,14.254,14.279,14.235,14.152,14.121,14.045,14.032,14.032,14.006,14.089,14.089,14.102,14.19,14.095,14.165,14.203,14.076,14.171,14.108,14.025,14.108,14.076,14.076,14.032,13.943,14.057,14.07,13.956,13.905,13.924,13.987,14,13.968,13.962,14.045,14.089,14.045,14.032,14.064,14.057,14,13.981,14.045,14.051,13.956,13.88,13.899,14.032,14.14,14.025,13.93,13.937,13.962,13.987,14.038,14.089,14.121,14.038,14.07,14.07,13.943,13.943,14,14.019,13.981,13.962,13.962,14,14.025,13.867,13.867,14.006,14.045,13.822,13.803,13.956,14.006,14.076,14.057,13.981,13.962,13.975,14.038,14.051,13.987,13.88,13.956,14.038,13.956,13.968,14.025,14.064,14.076,14.14,14.102,14.019,14.045,14.159,14.209,14.121,14.057,14.095,14.064,14.032,14.089,14.127,14.184,14.216,14.209,14.197,14.178,14.165,14.152,14.019,14.095,14.26,14.247,14.102,14.14,14.291,14.304,14.235,14.361,14.475,14.386,14.355,14.405,14.462,14.462,14.513,14.557,14.55,14.519,14.462,14.576,14.651,14.538,14.557,14.525,14.544,14.67,14.677,14.714,14.815,14.909,14.878,14.922,14.978,14.96,14.941,14.997,15.085,15.11,15.016,15.004,15.085,15.135,15.198,15.242,15.33,15.448,15.417,15.442,15.548,15.617,15.642,15.598,15.629,15.754,15.667,15.76,15.885,15.848,15.935,15.997,15.916,15.816,15.96,16.016,16.034,16.146,16.084,16.227,16.332,16.214,16.282,16.375,16.406,16.4,16.27,16.363,16.604,16.697,16.746,16.672,16.586
14.184,14.165,14.209,14.317,14.26,14.133,14.171,14.355,14.386,14.342,14.247,14.197,14.203,14.197,14.146,14.127,14.336,14.342,14.171,14.14,14.285,14.336,14.298,14.342,14.374,14.399,14.348,14.285,14.317,14.304,14.329,14.418,14.266,14.279,14.399,14.38,14.285,14.304,14.355,14.304,14.254,14.355,14.494,14.513,14.462,14.405,14.405,14.431,14.412,14.405,14.412,14.424,14.405,14.367,14.361,14.405,14.374,14.494,14.557,14.462,14.55,14.563,14.468,14.431,14.468,14.525,14.544,14.55,14.538,14.468,14.462,14.544,14.569,14.481,14.399,14.437,14.431,14.462,14.506,14.525,14.563,14.506,14.431,14.443,14.468,14.494,14.475,14.443,14.418,14.431,14.475,14.506,14.393,14.475,14.544,14.412,14.468,14.412,14.342,14.38,14.285,14.291,14.298,14.228,14.304,14.317,14.291,14.317,14.279,14.291,14.304,14.285,14.26,14.26,14.273,14.266,14.266,14.222,14.178,14.19,14.19,14.209,14.19,14.14,14.159,14.209,14.14,13.987,13.918,14,14.051,13.975,14.045,14.14,14.19,14.197,14.07,14.064,14.114,14.089,14.114,14.083,14.025,14.019,14.025,13.975,13.949,14.006,13.987,14.057,14.07,13.975,13.981,14.006,13.975,13.918,13.943,13.962,13.956,13.956,13.848,13.994,14.102,13.943,13.975,13.956,13.905,13.918,13.854,13.854,13.962,14.051,13.981,13.981,13.968,13.88,13.886,14.07,14.178,14.07,13.968,13.981,14.013,13.943,13.949,13.962,13.918,13.873,14,13.962,13.88,13.943,13.899,13.86,13.886,13.924,13.848,13.873,13.994,14.032,13.981,13.981,14.006,13.994,14,13.905,13.822,13.848,13.835,13.835,13.899,13.975,13.93,13.911,13.981,14.057,14.064,13.968,13.93,14.032,13.994,14.051,14.064,13.975,14.045,14.013,14.013,14.146,14.089,14.095,14.152,14.152,14.076,14.076,14.14,14.152,14.102,14.146,14.228,14.222,14.146,14.203,14.279,14.235,14.247,14.323,14.355,14.31,14.241,14.323,14.437,14.418,14.355,14.494,14.582,14.475,14.513,14.418,14.38,14.513,14.519,14.481,14.557,14.702,14.595,14.595,14.765,14.884,14.828,14.853,14.834,14.714,14.809,15.004,15.073,15.01,15.073,15.016,15.016,15.167,15.148,15.179,15.211,15.192,15.273,15.392,15.542,15.673,15.704,15.617,15.58,15.661,15.642,15.692,15.785,15.835,15.879,15.879,15.891,15.96,16.034,16.034,16.016,16.071,16.053,16.158,16.183,16.084,16.301,16.276,16.22,16.406,16.326,16.369,16.561,16.66,16.61,16.592,16.617
14.197,14.19,14.159,14.222,14.273,14.203,14.184,14.336,14.412,14.336,14.241,14.266,14.26,14.235,14.209,14.203,14.247,14.304,14.285,14.241,14.279,14.171,14.184,14.405,14.386,14.437,14.456,14.374,14.336,14.26,14.279,14.386,14.254,14.279,14.393,14.374,14.31,14.342,14.437,14.456,14.393,14.329,14.367,14.443,14.367,14.412,14.443,14.342,14.355,14.336,14.361,14.449,14.374,14.38,14.456,14.5,14.532,14.519,14.487,14.5,14.468,14.456,14.468,14.481,14.532,14.487,14.456,14.525,14.487,14.437,14.462,14.525,14.525,14.386,14.329,14.449,14.437,14.462,14.481,14.443,14.468,14.481,14.481,14.5,14.494,14.481,14.468,14.449,14.367,14.386,14.481,14.5,14.487,14.393,14.317,14.342,14.399,14.367,14.323,14.361,14.361,14.298,14.254,14.291,14.285,14.31,14.336,14.329,14.279,14.266,14.291,14.304,14.241,14.203,14.235,14.291,14.279,14.342,14.323,14.178,14.14,14.171,14.216,14.222,14.127,14.121,14.102,13.981,14,14.032,14.057,14.07,13.968,13.968,14.032,14.025,13.987,14.019,14.064,14.064,14.095,14.083,14.032,14.006,13.994,13.88,13.892,14.064,14.019,14.045,14.045,13.962,14.006,14.064,14.025,13.962,13.956,13.981,13.987,13.962,13.905,13.924,13.918,13.848,13.949,13.943,13.848,13.835,13.829,13.797,13.816,13.911,13.981,14.064,13.975,13.803,13.924,14.051,14.051,14,13.886,13.905,13.962,13.924,13.911,13.905,13.918,13.943,13.956,13.88,13.81,13.841,13.88,13.892,13.867,13.86,13.93,13.956,13.968,14.006,13.962,13.981,14,13.943,14,13.956,13.867,13.88,13.975,13.911,13.841,13.949,13.956,13.962,13.968,13.962,13.956,13.918,13.924,13.987,13.943,13.937,13.962,13.962,14.006,14.013,14.019,14.083,14.045,14.057,14.089,14.07,14.076,14.076,14.076,14.102,14.083,14.121,14.146,14.114,14.133,14.241,14.279,14.209,14.266,14.291,14.279,14.304,14.298,14.342,14.405,14.424,14.399,14.437,14.487,14.468,14.481,14.456,14.449,14.487,14.386,14.468,14.632,14.658,14.645,14.695,14.746,14.74,14.765,14.771,14.765,14.796,14.809,14.897,14.935,14.903,15.029,14.997,14.997,15.173,15.148,15.236,15.298,15.229,15.236,15.361,15.492,15.53,15.542,15.467,15.436,15.53,15.661,15.717,15.717,15.76,15.717,15.754,15.866,15.922,15.904,15.916,15.978,16.034,16.009,16.102,16.189,16.171,16.189,16.189,16.276,16.412,16.363,16.338,16.437,16.536,16.388,16.462,16.617
14.184,14.184,14.152,14.152,14.19,14.273,14.317,14.291,14.254,14.254,14.298,14.329,14.235,14.291,14.374,14.291,14.083,14.26,14.475,14.336,14.279,14.197,14.247,14.399,14.342,14.355,14.437,14.456,14.412,14.317,14.291,14.355,14.317,14.342,14.367,14.336,14.393,14.367,14.386,14.487,14.386,14.348,14.374,14.367,14.374,14.431,14.437,14.367,14.342,14.323,14.374,14.468,14.386,14.405,14.481,14.5,14.557,14.538,14.506,14.513,14.393,14.399,14.5,14.525,14.582,14.494,14.424,14.513,14.468,14.449,14.475,14.494,14.449,14.424,14.412,14.399,14.386,14.468,14.487,14.393,14.405,14.456,14.506,14.532,14.443,14.431,14.475,14.468,14.367,14.418,14.5,14.443,14.424,14.273,14.197,14.323,14.285,14.285,14.317,14.329,14.348,14.323,14.285,14.285,14.298,14.361,14.386,14.342,14.266,14.235,14.285,14.304,14.171,14.114,14.209,14.304,14.247,14.336,14.348,14.165,14.121,14.108,14.178,14.273,14.159,14.045,14.045,14.102,14.114,14.038,14.025,14.121,13.962,13.892,13.918,13.905,13.905,14.019,14.089,14.025,14.025,14.025,14.025,14.038,13.994,13.924,13.93,14.013,14.013,13.987,13.93,13.88,13.956,14.013,13.975,13.943,13.93,14.013,14.019,13.924,13.987,13.924,13.797,13.816,13.918,13.949,13.86,13.803,13.848,13.829,13.803,13.86,13.937,14.013,13.943,13.829,13.949,13.962,13.899,13.937,13.88,13.892,13.924,13.911,13.873,13.88,13.937,13.962,13.829,13.784,13.854,13.88,13.905,13.911,13.905,13.911,13.956,13.981,13.937,13.905,13.987,14.013,13.949,13.918,13.962,14.025,13.987,13.911,13.981,14,13.905,13.848,13.93,13.975,13.93,13.911,13.93,13.962,13.975,13.975,13.981,13.93,13.911,13.981,14.038,14.051,14.025,14.019,14.013,14.045,14.051,14.038,14.133,14.102,14.032,14.089,14.076,14.057,14.051,14.064,14.146,14.19,14.216,14.279,14.247,14.26,14.298,14.323,14.361,14.336,14.329,14.399,14.481,14.443,14.412,14.487,14.412,14.513,14.569,14.418,14.355,14.494,14.62,14.576,14.702,14.74,14.683,14.683,14.714,14.74,14.821,14.935,14.84,14.79,14.834,14.891,14.947,14.928,14.991,15.154,15.098,15.223,15.38,15.342,15.261,15.33,15.405,15.355,15.373,15.373,15.398,15.486,15.661,15.692,15.661,15.711,15.586,15.723,15.885,15.804,15.81,15.854,15.922,15.984,16.022,16.109,16.214,16.251,16.14,16.208,16.344,16.338,16.326,16.363,16.419,16.437,16.351,16.456,16.592
14.203,14.197,14.235,14.266,14.133,14.14,14.266,14.298,14.171,14.203,14.285,14.216,14.057,14.209,14.386,14.254,14.114,14.216,14.367,14.329,14.279,14.399,14.418,14.241,14.266,14.291,14.31,14.355,14.405,14.323,14.254,14.342,14.361,14.38,14.348,14.323,14.456,14.431,14.342,14.38,14.235,14.367,14.506,14.374,14.399,14.393,14.374,14.399,14.342,14.355,14.418,14.431,14.424,14.38,14.342,14.342,14.298,14.525,14.658,14.487,14.519,14.557,14.513,14.462,14.563,14.519,14.456,14.532,14.538,14.494,14.462,14.487,14.418,14.532,14.525,14.285,14.241,14.393,14.5,14.424,14.462,14.412,14.374,14.443,14.336,14.38,14.5,14.506,14.424,14.449,14.468,14.355,14.216,14.291,14.424,14.38,14.298,14.266,14.291,14.304,14.165,14.241,14.336,14.241,14.266,14.298,14.266,14.209,14.159,14.235,14.298,14.216,14.133,14.114,14.178,14.235,14.26,14.197,14.108,14.095,14.121,14.102,14.083,14.127,14.127,14.045,14.045,14.146,14.025,13.949,14.006,14.057,14.032,14.051,14.045,13.975,13.88,13.981,14.102,14.032,13.905,13.924,14.019,14.025,14,14.019,14.013,13.949,13.88,13.911,13.93,13.873,13.905,13.88,13.822,13.829,13.854,13.911,13.886,13.81,13.873,13.962,13.93,13.848,13.918,13.899,13.835,13.873,13.905,13.93,13.918,13.88,13.835,13.892,13.956,13.924,13.854,13.918,13.962,13.892,13.924,13.899,13.892,13.956,13.88,13.892,13.892,13.791,13.746,13.778,13.892,13.987,13.994,13.899,13.86,13.93,13.911,13.975,13.968,13.848,13.943,13.949,13.93,14.006,13.937,13.918,13.88,13.791,13.778,13.924,13.956,13.791,13.867,13.81,13.803,13.975,13.994,14,14.006,13.994,13.949,13.956,13.968,13.949,14.057,14.064,14.032,14.083,14.025,13.994,14.038,14.089,14.102,14.032,14.025,14.133,14.209,14.083,13.981,14.095,14.19,14.121,14.14,14.329,14.216,14.228,14.323,14.304,14.298,14.26,14.247,14.31,14.386,14.443,14.462,14.468,14.405,14.393,14.367,14.323,14.456,14.532,14.519,14.544,14.62,14.569,14.588,14.777,14.689,14.758,14.853,14.796,14.815,14.84,14.865,14.903,14.947,14.903,14.96,15.135,14.991,15.11,15.267,15.179,15.217,15.305,15.355,15.361,15.417,15.473,15.492,15.523,15.592,15.542,15.567,15.735,15.611,15.767,15.941,15.841,15.941,15.953,15.891,15.916,16.084,16.152,16.121,16.158,16.295,16.276,16.189,16.239,16.289,16.462,16.524,16.425,16.474,16.555,16.586
14.095,14.089,14.228,14.323,14.146,14.006,14.178,14.424,14.26,14.171,14.235,14.247,14.197,14.152,14.241,14.361,14.184,14.273,14.424,14.336,14.285,14.405,14.437,14.285,14.405,14.386,14.323,14.412,14.494,14.361,14.241,14.336,14.266,14.424,14.481,14.266,14.266,14.355,14.412,14.386,14.266,14.393,14.506,14.367,14.361,14.399,14.405,14.355,14.241,14.399,14.532,14.393,14.443,14.348,14.304,14.449,14.437,14.449,14.475,14.481,14.532,14.532,14.468,14.431,14.386,14.5,14.582,14.506,14.487,14.449,14.443,14.475,14.298,14.424,14.576,14.431,14.399,14.405,14.437,14.475,14.449,14.5,14.487,14.393,14.443,14.355,14.361,14.557,14.468,14.399,14.437,14.456,14.323,14.323,14.405,14.386,14.317,14.273,14.298,14.323,14.209,14.235,14.329,14.31,14.222,14.361,14.418,14.216,14.14,14.235,14.291,14.184,14.178,14.184,14.159,14.133,14.235,14.197,14.121,14.184,14.165,14.159,14.121,14.064,14.102,14.089,14.051,14.057,13.968,13.854,13.899,14.051,14,13.943,13.962,14.025,14.006,13.987,13.994,14.013,13.975,13.962,14.013,14.064,13.918,13.905,13.994,14,13.911,13.854,13.886,13.918,13.86,13.822,13.867,13.924,13.841,13.822,13.848,13.835,13.873,13.93,13.905,13.841,13.918,13.86,13.784,13.854,13.854,13.848,13.822,13.803,13.778,13.956,14.032,13.873,13.924,13.956,13.905,13.873,13.911,13.88,13.905,14.038,13.873,13.905,13.962,13.822,13.791,13.791,13.81,13.841,13.848,13.873,13.81,13.701,13.791,13.867,13.911,13.956,13.924,13.899,13.93,13.968,13.968,13.937,13.867,13.81,13.899,13.987,13.937,13.835,13.943,13.771,13.657,13.892,13.994,14.057,14.013,13.93,13.899,14.032,14.045,13.867,13.943,13.968,14.013,14.121,14.013,13.962,14.083,14.203,14.057,14.045,14.089,14.032,14.07,14.038,13.943,13.918,13.943,14.025,14.14,14.235,14.26,14.304,14.361,14.393,14.367,14.393,14.367,14.279,14.323,14.393,14.405,14.386,14.329,14.374,14.405,14.348,14.481,14.487,14.38,14.38,14.563,14.658,14.664,14.727,14.727,14.74,14.771,14.802,14.872,14.859,14.834,14.884,14.985,14.922,14.909,15.085,15.073,15.198,15.292,15.204,15.129,15.342,15.467,15.305,15.417,15.43,15.448,15.58,15.511,15.542,15.623,15.636,15.692,15.86,15.897,15.748,15.711,15.711,15.848,16.034,16.028,16.115,16.183,16.146,16.264,16.214,16.165,16.282,16.233,16.363,16.468,16.369,16.394,16.493,16.555
14.127,14.146,14.203,14.171,14.165,14.165,14.216,14.279,14.235,14.266,14.26,14.152,14.203,14.146,14.146,14.298,14.254,14.298,14.317,14.235,14.241,14.279,14.285,14.279,14.412,14.393,14.285,14.317,14.412,14.323,14.266,14.405,14.235,14.317,14.418,14.279,14.247,14.285,14.342,14.374,14.405,14.424,14.386,14.348,14.386,14.449,14.405,14.304,14.336,14.405,14.393,14.342,14.355,14.437,14.494,14.475,14.374,14.468,14.513,14.348,14.393,14.525,14.538,14.424,14.386,14.513,14.563,14.431,14.405,14.405,14.431,14.449,14.317,14.418,14.525,14.418,14.393,14.418,14.449,14.443,14.393,14.462,14.494,14.393,14.38,14.31,14.291,14.386,14.367,14.304,14.31,14.386,14.342,14.355,14.342,14.247,14.209,14.254,14.304,14.279,14.203,14.209,14.291,14.323,14.31,14.228,14.165,14.184,14.165,14.197,14.222,14.197,14.089,14.146,14.216,14.114,14.045,14.127,14.165,14.038,14.025,14.025,14.076,14.159,14.064,14.051,14.045,13.956,13.937,13.886,13.88,13.962,14.064,14,13.88,13.892,13.924,13.867,13.841,13.924,13.899,13.975,14,13.886,13.835,13.886,13.905,13.835,13.791,13.867,13.918,13.854,13.911,13.867,13.81,13.848,13.816,13.721,13.778,13.975,13.924,13.759,13.708,13.81,13.784,13.778,13.791,13.81,13.86,13.835,13.81,13.848,13.784,13.854,13.949,13.911,13.873,13.924,13.892,13.771,13.88,13.816,13.784,13.956,13.873,13.841,13.873,13.867,13.86,13.784,13.746,13.791,13.714,13.733,13.752,13.695,13.765,13.784,13.88,14.057,13.937,13.841,13.86,13.873,13.829,13.854,13.848,13.797,13.93,13.949,13.841,13.816,13.86,13.765,13.695,13.803,13.924,13.905,13.778,13.771,13.93,13.899,13.829,13.937,13.899,13.867,13.943,14.038,13.949,13.918,14.045,14.178,14.121,14.083,14.057,14.013,14.064,14.032,13.975,14.013,14.006,14.064,14.083,14.051,14.178,14.279,14.304,14.317,14.228,14.31,14.405,14.329,14.329,14.254,14.222,14.298,14.26,14.399,14.449,14.31,14.405,14.443,14.431,14.475,14.487,14.601,14.702,14.695,14.727,14.689,14.689,14.784,14.796,14.809,14.878,14.96,14.928,14.935,14.953,14.953,15.085,15.142,15.179,15.286,15.254,15.305,15.348,15.311,15.367,15.38,15.423,15.536,15.505,15.542,15.592,15.592,15.673,15.829,15.829,15.679,15.711,15.804,15.904,15.972,15.928,16.047,16.189,16.171,16.189,16.158,16.165,16.251,16.276,16.307,16.351,16.382,16.301,16.425,16.586
