Region,Max T,Avg Max T (10 largest),Min T, Avg T, Voltage, Current, Power
tube,11.05,7.444,6.484,6.892,0.4,2,0.8
sLDOs,12.214,12.083,7.666,9.035,0.4,2,0.8
LDO1,12.214,12.083,7.713,9.693,0.4,2,0.8
LDO2,10.906,10.388,7.822,8.951,0.4,2,0.8
LDO3,9.964,9.925,8.011,8.946,0.4,2,0.8
LDO4,10.643,10.53,8.146,9.231,0.4,2,0.8
LDO5,10.624,10.501,8.342,9.526,0.4,2,0.8
LDO6,11.442,11.197,8.456,9.831,2,0.4,0.8
